"influenced","influenced_lab","influencer","influencer_lab"
"http://dbpedia.org/resource/Michael_A._Smith","Michael A. Smith",,
"http://dbpedia.org/resource/Michael_Krausz","Michael Krausz",,
"http://dbpedia.org/resource/Karen_L._Carr","Karen L. Carr",,
"http://dbpedia.org/resource/Thomas_Dewar_Weldon","Thomas Dewar Weldon",,
"http://dbpedia.org/resource/Muhammad_Rida_al-Muzaffar","Muhammad Rida al-Muzaffar",,
"http://dbpedia.org/resource/Akeel_Bilgrami","Akeel Bilgrami",,
"http://dbpedia.org/resource/Al-Jahiz","Al-Jahiz",,
"http://dbpedia.org/resource/Alan_Dundes","Alan Dundes",,
"http://dbpedia.org/resource/Alan_Ryan","Alan Ryan",,
"http://dbpedia.org/resource/Alan_Soble","Alan Soble",,
"http://dbpedia.org/resource/Alan_Stout_(philosopher)","Alan Stout (philosopher)",,
"http://dbpedia.org/resource/Albert_Caraco","Albert Caraco",,
"http://dbpedia.org/resource/Albert_Christian_Kruyt","Albert Christian Kruyt",,
"http://dbpedia.org/resource/Samuel_Edward_Konkin_III","Samuel Edward Konkin III","http://dbpedia.org/resource/Murray_Rothbard","Murray Rothbard"
"http://dbpedia.org/resource/Avital_Ronell","Avital Ronell","http://dbpedia.org/resource/Walter_Benjamin","Walter Benjamin"
"http://dbpedia.org/resource/Alexander_Nehamas","Alexander Nehamas","http://dbpedia.org/resource/Walter_Kaufmann_(philosopher)","Walter Kaufmann (philosopher)"
"http://dbpedia.org/resource/Alexandre_Kojève","Alexandre Kojève","http://dbpedia.org/resource/Wassily_Kandinsky","Wassily Kandinsky"
"http://dbpedia.org/resource/R._G._Collingwood","R. G. Collingwood","http://dbpedia.org/resource/Wilhelm_Dilthey","Wilhelm Dilthey"
"http://dbpedia.org/resource/August_Schleicher","August Schleicher","http://dbpedia.org/resource/Wilhelm_von_Humboldt","Wilhelm von Humboldt"
"http://dbpedia.org/resource/Donald_Davidson_(philosopher)","Donald Davidson (philosopher)","http://dbpedia.org/resource/Willard_Van_Orman_Quine","Willard Van Orman Quine"
"http://dbpedia.org/resource/Augusto_Ponzio","Augusto Ponzio","http://dbpedia.org/resource/Emmanuel_Levinas","Emmanuel Levinas"
"http://dbpedia.org/resource/Seneca_the_Younger","Seneca the Younger","http://dbpedia.org/resource/Epicurus","Epicurus"
"http://dbpedia.org/resource/Samuel_von_Pufendorf","Samuel von Pufendorf","http://dbpedia.org/resource/Erhard_Weigel","Erhard Weigel"
"http://dbpedia.org/resource/Douglas_Kellner","Douglas Kellner","http://dbpedia.org/resource/Ernst_Bloch","Ernst Bloch"
"http://dbpedia.org/resource/Avital_Ronell","Avital Ronell","http://dbpedia.org/resource/Ernst_Jünger","Ernst Jünger"
"http://dbpedia.org/resource/Averroes","Averroes","http://dbpedia.org/resource/Al-Farabi","Al-Farabi"
"http://dbpedia.org/resource/Averroes","Averroes","http://dbpedia.org/resource/Al-Ghazali","Al-Ghazali"
"http://dbpedia.org/resource/Alenka_Zupančič","Alenka Zupančič","http://dbpedia.org/resource/Alain_Badiou","Alain Badiou"
"http://dbpedia.org/resource/Alexander_Dobrokhotov","Alexander Dobrokhotov","http://dbpedia.org/resource/Aleksei_Losev","Aleksei Losev"
"http://dbpedia.org/resource/Alexandre_Kojève","Alexandre Kojève","http://dbpedia.org/resource/Alexandre_Koyré","Alexandre Koyré"
"http://dbpedia.org/resource/Donald_Davidson_(philosopher)","Donald Davidson (philosopher)","http://dbpedia.org/resource/Alfred_Tarski","Alfred Tarski"
"http://dbpedia.org/resource/August_Leskien","August Leskien","http://dbpedia.org/resource/August_Schleicher","August Schleicher"
"http://dbpedia.org/resource/Averroes","Averroes","http://dbpedia.org/resource/Avempace","Avempace"
"http://dbpedia.org/resource/Averroes","Averroes","http://dbpedia.org/resource/Avicenna","Avicenna"
"http://dbpedia.org/resource/Sadr_al-Din_al-Qunawi","Sadr al-Din al-Qunawi","http://dbpedia.org/resource/Avicenna","Avicenna"
"http://dbpedia.org/resource/Allan_Gotthelf","Allan Gotthelf","http://dbpedia.org/resource/Ayn_Rand","Ayn Rand"
"http://dbpedia.org/resource/Seneca_the_Younger","Seneca the Younger","http://dbpedia.org/resource/Publilius_Syrus","Publilius Syrus"
"http://dbpedia.org/resource/Avital_Ronell","Avital Ronell","http://dbpedia.org/resource/R._D._Laing","R. D. Laing"
"http://dbpedia.org/resource/Douglas_Groothuis","Douglas Groothuis","http://dbpedia.org/resource/R._J._Rushdoony","R. J. Rushdoony"
"http://dbpedia.org/resource/Sayyid_Ghulam_Hussain_Shah_Bukhari","Sayyid Ghulam Hussain Shah Bukhari","http://dbpedia.org/resource/Fazal_Ali_Qureshi","Fazal Ali Qureshi"
"http://dbpedia.org/resource/August_Schleicher","August Schleicher","http://dbpedia.org/resource/Heinrich_Ewald","Heinrich Ewald"
"http://dbpedia.org/resource/Scipione_Ammirato","Scipione Ammirato","http://dbpedia.org/resource/Justus_Lipsius","Justus Lipsius"
"http://dbpedia.org/resource/Douglas_Groothuis","Douglas Groothuis","http://dbpedia.org/resource/James_W._Sire","James W. Sire"
"http://dbpedia.org/resource/Pyrrho","Pyrrho","http://dbpedia.org/resource/Xenophanes","Xenophanes"
"http://dbpedia.org/resource/R._G._Collingwood","R. G. Collingwood","http://dbpedia.org/resource/Guido_De_Ruggiero","Guido De Ruggiero"
"http://dbpedia.org/resource/Sayyid_Ghulam_Hussain_Shah_Bukhari","Sayyid Ghulam Hussain Shah Bukhari","http://dbpedia.org/resource/Muhammad_Sirajuddin_Naqshbandi","Muhammad Sirajuddin Naqshbandi"
"http://dbpedia.org/resource/Augusto_Ponzio","Augusto Ponzio","http://dbpedia.org/resource/Adam_Schaff","Adam Schaff"
"http://dbpedia.org/resource/Ali_Asghar_Mosleh","Ali Asghar Mosleh","http://dbpedia.org/resource/Ahmad_Fardid","Ahmad Fardid"
"http://dbpedia.org/resource/Sayyid_Ghulam_Hussain_Shah_Bukhari","Sayyid Ghulam Hussain Shah Bukhari","http://dbpedia.org/resource/Ahmad_Sirhindi","Ahmad Sirhindi"
"http://dbpedia.org/resource/Protagoras","Protagoras","http://dbpedia.org/resource/Democritus","Democritus"
"http://dbpedia.org/resource/Pyrrho","Pyrrho","http://dbpedia.org/resource/Democritus","Democritus"
"http://dbpedia.org/resource/Auguste_Comte","Auguste Comte","http://dbpedia.org/resource/Denis_Diderot","Denis Diderot"
"http://dbpedia.org/resource/Alexandre_Koyré","Alexandre Koyré","http://dbpedia.org/resource/Edmund_Husserl","Edmund Husserl"
"http://dbpedia.org/resource/Aurel_Kolnai","Aurel Kolnai","http://dbpedia.org/resource/Edmund_Husserl","Edmund Husserl"
"http://dbpedia.org/resource/Chad_Engelland","Chad Engelland","http://dbpedia.org/resource/Edmund_Husserl","Edmund Husserl"
"http://dbpedia.org/resource/Alexandre_Koyré","Alexandre Koyré","http://dbpedia.org/resource/Edwin_Arthur_Burtt","Edwin Arthur Burtt"
"http://dbpedia.org/resource/Santiago_Zabala","Santiago Zabala","http://dbpedia.org/resource/Hans-Georg_Gadamer","Hans-Georg Gadamer"
"http://dbpedia.org/resource/Samuel_Edward_Konkin_III","Samuel Edward Konkin III","http://dbpedia.org/resource/Harry_Elmer_Barnes","Harry Elmer Barnes"
"http://dbpedia.org/resource/Alexandre_Koyré","Alexandre Koyré","http://dbpedia.org/resource/Henri_Bergson","Henri Bergson"
"http://dbpedia.org/resource/Alfred_North_Whitehead","Alfred North Whitehead","http://dbpedia.org/resource/Henri_Bergson","Henri Bergson"
"http://dbpedia.org/resource/Auguste_Comte","Auguste Comte","http://dbpedia.org/resource/Henri_de_Saint-Simon","Henri de Saint-Simon"
"http://dbpedia.org/resource/Alexandre_Kojève","Alexandre Kojève","http://dbpedia.org/resource/Leo_Strauss","Leo Strauss"
"http://dbpedia.org/resource/Djamila_Ribeiro","Djamila Ribeiro","http://dbpedia.org/resource/Sueli_Carneiro","Sueli Carneiro"
"http://dbpedia.org/resource/Samuel_von_Pufendorf","Samuel von Pufendorf","http://dbpedia.org/resource/Hugo_Grotius","Hugo Grotius"
"http://dbpedia.org/resource/Djamila_Ribeiro","Djamila Ribeiro","http://dbpedia.org/resource/Luiza_Helena_de_Bairros","Luiza Helena de Bairros"
"http://dbpedia.org/resource/Sayyid_Ghulam_Hussain_Shah_Bukhari","Sayyid Ghulam Hussain Shah Bukhari","http://dbpedia.org/resource/Khwaja_Abdul_Ghaffar_Naqshbandi","Khwaja Abdul Ghaffar Naqshbandi"
"http://dbpedia.org/resource/Douglas_Groothuis","Douglas Groothuis","http://dbpedia.org/resource/Blaise_Pascal","Blaise Pascal"
"http://dbpedia.org/resource/Predrag_Finci","Predrag Finci","http://dbpedia.org/resource/Blaise_Pascal","Blaise Pascal"
"http://dbpedia.org/resource/Alexandre_Koyré","Alexandre Koyré","http://dbpedia.org/resource/Gaston_Bachelard","Gaston Bachelard"
"http://dbpedia.org/resource/Pyrrho","Pyrrho","http://dbpedia.org/resource/Gautama_Buddha","Gautama Buddha"
"http://dbpedia.org/resource/Alenka_Zupančič","Alenka Zupančič","http://dbpedia.org/resource/Georg_Wilhelm_Friedrich_Hegel","Georg Wilhelm Friedrich Hegel"
"http://dbpedia.org/resource/Alex_Callinicos","Alex Callinicos","http://dbpedia.org/resource/Georg_Wilhelm_Friedrich_Hegel","Georg Wilhelm Friedrich Hegel"
"http://dbpedia.org/resource/Alexander_Dobrokhotov","Alexander Dobrokhotov","http://dbpedia.org/resource/Georg_Wilhelm_Friedrich_Hegel","Georg Wilhelm Friedrich Hegel"
"http://dbpedia.org/resource/Alexander_Herzen","Alexander Herzen","http://dbpedia.org/resource/Georg_Wilhelm_Friedrich_Hegel","Georg Wilhelm Friedrich Hegel"
"http://dbpedia.org/resource/Alexandre_Kojève","Alexandre Kojève","http://dbpedia.org/resource/Georg_Wilhelm_Friedrich_Hegel","Georg Wilhelm Friedrich Hegel"
"http://dbpedia.org/resource/Ali_Asghar_Mosleh","Ali Asghar Mosleh","http://dbpedia.org/resource/Georg_Wilhelm_Friedrich_Hegel","Georg Wilhelm Friedrich Hegel"
"http://dbpedia.org/resource/August_Cieszkowski","August Cieszkowski","http://dbpedia.org/resource/Georg_Wilhelm_Friedrich_Hegel","Georg Wilhelm Friedrich Hegel"
"http://dbpedia.org/resource/August_Schleicher","August Schleicher","http://dbpedia.org/resource/Georg_Wilhelm_Friedrich_Hegel","Georg Wilhelm Friedrich Hegel"
"http://dbpedia.org/resource/Axel_Honneth","Axel Honneth","http://dbpedia.org/resource/Georg_Wilhelm_Friedrich_Hegel","Georg Wilhelm Friedrich Hegel"
"http://dbpedia.org/resource/Domenico_Losurdo","Domenico Losurdo","http://dbpedia.org/resource/Georg_Wilhelm_Friedrich_Hegel","Georg Wilhelm Friedrich Hegel"
"http://dbpedia.org/resource/Dominik_Finkelde","Dominik Finkelde","http://dbpedia.org/resource/Georg_Wilhelm_Friedrich_Hegel","Georg Wilhelm Friedrich Hegel"
"http://dbpedia.org/resource/Predrag_Finci","Predrag Finci","http://dbpedia.org/resource/Georg_Wilhelm_Friedrich_Hegel","Georg Wilhelm Friedrich Hegel"
"http://dbpedia.org/resource/R._G._Collingwood","R. G. Collingwood","http://dbpedia.org/resource/Georg_Wilhelm_Friedrich_Hegel","Georg Wilhelm Friedrich Hegel"
"http://dbpedia.org/resource/Sebastian_Shaumyan","Sebastian Shaumyan","http://dbpedia.org/resource/Georg_Wilhelm_Friedrich_Hegel","Georg Wilhelm Friedrich Hegel"
"http://dbpedia.org/resource/Semyon_Frank","Semyon Frank","http://dbpedia.org/resource/Georg_Wilhelm_Friedrich_Hegel","Georg Wilhelm Friedrich Hegel"
"http://dbpedia.org/resource/Alfred_North_Whitehead","Alfred North Whitehead","http://dbpedia.org/resource/George_Santayana","George Santayana"
"http://dbpedia.org/resource/Douglas_Groothuis","Douglas Groothuis","http://dbpedia.org/resource/Arthur_F._Holmes","Arthur F. Holmes"
"http://dbpedia.org/resource/Sarah_Kofman","Sarah Kofman","http://dbpedia.org/resource/Heraclitus","Heraclitus"
"http://dbpedia.org/resource/Donald_Davidson_(philosopher)","Donald Davidson (philosopher)","http://dbpedia.org/resource/Herbert_Feigl","Herbert Feigl"
"http://dbpedia.org/resource/Alexander_Tarasov","Alexander Tarasov","http://dbpedia.org/resource/Herbert_Marcuse","Herbert Marcuse"
"http://dbpedia.org/resource/Douglas_Kellner","Douglas Kellner","http://dbpedia.org/resource/Herbert_Marcuse","Herbert Marcuse"
"http://dbpedia.org/resource/Auberon_Herbert","Auberon Herbert","http://dbpedia.org/resource/Herbert_Spencer","Herbert Spencer"
"http://dbpedia.org/resource/Serge_Tisseron","Serge Tisseron","http://dbpedia.org/resource/Hergé","Hergé"
"http://dbpedia.org/resource/Scipione_Ammirato","Scipione Ammirato","http://dbpedia.org/resource/Livy","Livy"
"http://dbpedia.org/resource/Alice_Crary","Alice Crary","http://dbpedia.org/resource/Ludwig_Wittgenstein","Ludwig Wittgenstein"
"http://dbpedia.org/resource/Donald_Davidson_(philosopher)","Donald Davidson (philosopher)","http://dbpedia.org/resource/Ludwig_Wittgenstein","Ludwig Wittgenstein"
"http://dbpedia.org/resource/Predrag_Finci","Predrag Finci","http://dbpedia.org/resource/Ludwig_Wittgenstein","Ludwig Wittgenstein"
"http://dbpedia.org/resource/Samuel_Edward_Konkin_III","Samuel Edward Konkin III","http://dbpedia.org/resource/Ludwig_von_Mises","Ludwig von Mises"
"http://dbpedia.org/resource/Samuel_Edward_Konkin_III","Samuel Edward Konkin III","http://dbpedia.org/resource/Lysander_Spooner","Lysander Spooner"
"http://dbpedia.org/resource/Djamila_Ribeiro","Djamila Ribeiro","http://dbpedia.org/resource/Lélia_Gonzalez","Lélia Gonzalez"
"http://dbpedia.org/resource/Alexandre_Koyré","Alexandre Koyré","http://dbpedia.org/resource/Léon_Brunschvicg","Léon Brunschvicg"
"http://dbpedia.org/resource/Donald_Davidson_(philosopher)","Donald Davidson (philosopher)","http://dbpedia.org/resource/Nelson_Goodman","Nelson Goodman"
"http://dbpedia.org/resource/Pythagoras","Pythagoras","http://dbpedia.org/resource/Pherecydes_of_Syros","Pherecydes of Syros"
"http://dbpedia.org/resource/Alexander_Herzen","Alexander Herzen","http://dbpedia.org/resource/Pierre-Joseph_Proudhon","Pierre-Joseph Proudhon"
"http://dbpedia.org/resource/Augustyn_Wróblewski","Augustyn Wróblewski","http://dbpedia.org/resource/Pierre-Joseph_Proudhon","Pierre-Joseph Proudhon"
"http://dbpedia.org/resource/Alexander_Dobrokhotov","Alexander Dobrokhotov","http://dbpedia.org/resource/Plato","Plato"
"http://dbpedia.org/resource/Alexandre_Kojève","Alexandre Kojève","http://dbpedia.org/resource/Plato","Plato"
"http://dbpedia.org/resource/Alfred_North_Whitehead","Alfred North Whitehead","http://dbpedia.org/resource/Plato","Plato"
"http://dbpedia.org/resource/August_Ludwig_Hülsen","August Ludwig Hülsen","http://dbpedia.org/resource/Plato","Plato"
"http://dbpedia.org/resource/Averroes","Averroes","http://dbpedia.org/resource/Plato","Plato"
"http://dbpedia.org/resource/Divya_Dwivedi","Divya Dwivedi","http://dbpedia.org/resource/Plato","Plato"
"http://dbpedia.org/resource/Predrag_Finci","Predrag Finci","http://dbpedia.org/resource/Plato","Plato"
"http://dbpedia.org/resource/Proclus","Proclus","http://dbpedia.org/resource/Plato","Plato"
"http://dbpedia.org/resource/Scipione_Ammirato","Scipione Ammirato","http://dbpedia.org/resource/Plato","Plato"
"http://dbpedia.org/resource/Seneca_the_Younger","Seneca the Younger","http://dbpedia.org/resource/Plato","Plato"
"http://dbpedia.org/resource/Proclus","Proclus","http://dbpedia.org/resource/Plotinus","Plotinus"
"http://dbpedia.org/resource/Semyon_Frank","Semyon Frank","http://dbpedia.org/resource/Plotinus","Plotinus"
"http://dbpedia.org/resource/Scipione_Ammirato","Scipione Ammirato","http://dbpedia.org/resource/Plutarch","Plutarch"
"http://dbpedia.org/resource/Prudence_Allen","Prudence Allen","http://dbpedia.org/resource/Pope_John_Paul_II","Pope John Paul II"
"http://dbpedia.org/resource/Predrag_Finci","Predrag Finci","http://dbpedia.org/resource/Rainer_Maria_Rilke","Rainer Maria Rilke"
"http://dbpedia.org/resource/Axel_Honneth","Axel Honneth","http://dbpedia.org/resource/Stanley_Cavell","Stanley Cavell"
"http://dbpedia.org/resource/Seneca_the_Younger","Seneca the Younger","http://dbpedia.org/resource/Zeno_of_Citium","Zeno of Citium"
"http://dbpedia.org/resource/Seneca_the_Younger","Seneca the Younger","http://dbpedia.org/resource/Sotion_(Pythagorean)","Sotion (Pythagorean)"
"http://dbpedia.org/resource/Pythagoras","Pythagoras","http://dbpedia.org/resource/Themistoclea","Themistoclea"
"http://dbpedia.org/resource/Domenico_Losurdo","Domenico Losurdo","http://dbpedia.org/resource/Antonio_Gramsci","Antonio Gramsci"
"http://dbpedia.org/resource/Alexandre_Kojève","Alexandre Kojève","http://dbpedia.org/resource/Aristotle","Aristotle"
"http://dbpedia.org/resource/Alfred_North_Whitehead","Alfred North Whitehead","http://dbpedia.org/resource/Aristotle","Aristotle"
"http://dbpedia.org/resource/Allan_Gotthelf","Allan Gotthelf","http://dbpedia.org/resource/Aristotle","Aristotle"
"http://dbpedia.org/resource/Averroes","Averroes","http://dbpedia.org/resource/Aristotle","Aristotle"
"http://dbpedia.org/resource/Proclus","Proclus","http://dbpedia.org/resource/Aristotle","Aristotle"
"http://dbpedia.org/resource/Scipione_Ammirato","Scipione Ammirato","http://dbpedia.org/resource/Niccolò_Machiavelli","Niccolò Machiavelli"
"http://dbpedia.org/resource/Alexander_Pruss","Alexander Pruss","http://dbpedia.org/resource/Nicholas_Rescher","Nicholas Rescher"
"http://dbpedia.org/resource/Semyon_Frank","Semyon Frank","http://dbpedia.org/resource/Nicholas_of_Cusa","Nicholas of Cusa"
"http://dbpedia.org/resource/Semyon_Frank","Semyon Frank","http://dbpedia.org/resource/Nikolai_Berdyaev","Nikolai Berdyaev"
"http://dbpedia.org/resource/Douglas_Groothuis","Douglas Groothuis","http://dbpedia.org/resource/C._S._Lewis","C. S. Lewis"
"http://dbpedia.org/resource/Samuel_Edward_Konkin_III","Samuel Edward Konkin III","http://dbpedia.org/resource/C._Wright_Mills","C. Wright Mills"
"http://dbpedia.org/resource/Douglas_Groothuis","Douglas Groothuis","http://dbpedia.org/resource/Carl_F._H._Henry","Carl F. H. Henry"
"http://dbpedia.org/resource/Alexandre_Kojève","Alexandre Kojève","http://dbpedia.org/resource/Carl_Schmitt","Carl Schmitt"
"http://dbpedia.org/resource/Avital_Ronell","Avital Ronell","http://dbpedia.org/resource/Carl_Schmitt","Carl Schmitt"
"http://dbpedia.org/resource/Scipione_Ammirato","Scipione Ammirato","http://dbpedia.org/resource/Cassius_Dio","Cassius Dio"
"http://dbpedia.org/resource/Alexander_Gottlieb_Baumgarten","Alexander Gottlieb Baumgarten","http://dbpedia.org/resource/Christian_Wolff_(philosopher)","Christian Wolff (philosopher)"
"http://dbpedia.org/resource/Seneca_the_Younger","Seneca the Younger","http://dbpedia.org/resource/Chrysippus","Chrysippus"
"http://dbpedia.org/resource/Scipione_Ammirato","Scipione Ammirato","http://dbpedia.org/resource/Cicero","Cicero"
"http://dbpedia.org/resource/Seneca_the_Younger","Seneca the Younger","http://dbpedia.org/resource/Cleanthes","Cleanthes"
"http://dbpedia.org/resource/Serge_Latouche","Serge Latouche","http://dbpedia.org/resource/Cornelius_Castoriadis","Cornelius Castoriadis"
"http://dbpedia.org/resource/Alexius_Meinong","Alexius Meinong","http://dbpedia.org/resource/David_Hume","David Hume"
"http://dbpedia.org/resource/Alfred_North_Whitehead","Alfred North Whitehead","http://dbpedia.org/resource/David_Hume","David Hume"
"http://dbpedia.org/resource/Austin_Dacey","Austin Dacey","http://dbpedia.org/resource/David_Hume","David Hume"
"http://dbpedia.org/resource/Douglas_Kellner","Douglas Kellner","http://dbpedia.org/resource/Jean-François_Lyotard","Jean-François Lyotard"
"http://dbpedia.org/resource/Alexander_Herzen","Alexander Herzen","http://dbpedia.org/resource/Jean-Jacques_Rousseau","Jean-Jacques Rousseau"
"http://dbpedia.org/resource/Sarah_Kofman","Sarah Kofman","http://dbpedia.org/resource/Jean-Jacques_Rousseau","Jean-Jacques Rousseau"
"http://dbpedia.org/resource/Alexander_Tarasov","Alexander Tarasov","http://dbpedia.org/resource/Jean-Paul_Sartre","Jean-Paul Sartre"
"http://dbpedia.org/resource/Axel_Honneth","Axel Honneth","http://dbpedia.org/resource/Jean-Paul_Sartre","Jean-Paul Sartre"
"http://dbpedia.org/resource/Sebastian_Gardner","Sebastian Gardner","http://dbpedia.org/resource/Jean-Paul_Sartre","Jean-Paul Sartre"
"http://dbpedia.org/resource/Douglas_Kellner","Douglas Kellner","http://dbpedia.org/resource/Jean_Baudrillard","Jean Baudrillard"
"http://dbpedia.org/resource/Sarah_Kofman","Sarah Kofman","http://dbpedia.org/resource/Jean_Hyppolite","Jean Hyppolite"
"http://dbpedia.org/resource/August_Cieszkowski","August Cieszkowski","http://dbpedia.org/resource/Joachim_of_Fiore","Joachim of Fiore"
"http://dbpedia.org/resource/August_Wilhelm_Schlegel","August Wilhelm Schlegel","http://dbpedia.org/resource/Johann_Gottfried_Herder","Johann Gottfried Herder"
"http://dbpedia.org/resource/August_Ludwig_Hülsen","August Ludwig Hülsen","http://dbpedia.org/resource/Johann_Gottlieb_Fichte","Johann Gottlieb Fichte"
"http://dbpedia.org/resource/August_Wilhelm_Schlegel","August Wilhelm Schlegel","http://dbpedia.org/resource/Johann_Gottlieb_Fichte","Johann Gottlieb Fichte"
"http://dbpedia.org/resource/Avital_Ronell","Avital Ronell","http://dbpedia.org/resource/Johann_Peter_Eckermann","Johann Peter Eckermann"
"http://dbpedia.org/resource/Alexander_Dobrokhotov","Alexander Dobrokhotov","http://dbpedia.org/resource/Johann_Wolfgang_von_Goethe","Johann Wolfgang von Goethe"
"http://dbpedia.org/resource/Avital_Ronell","Avital Ronell","http://dbpedia.org/resource/Johann_Wolfgang_von_Goethe","Johann Wolfgang von Goethe"
"http://dbpedia.org/resource/Douglas_Groothuis","Douglas Groothuis","http://dbpedia.org/resource/John_Calvin","John Calvin"
"http://dbpedia.org/resource/Alfred_North_Whitehead","Alfred North Whitehead","http://dbpedia.org/resource/John_Dewey","John Dewey"
"http://dbpedia.org/resource/Axel_Honneth","Axel Honneth","http://dbpedia.org/resource/John_Dewey","John Dewey"
"http://dbpedia.org/resource/Alfred_North_Whitehead","Alfred North Whitehead","http://dbpedia.org/resource/John_Locke","John Locke"
"http://dbpedia.org/resource/Axel_Honneth","Axel Honneth","http://dbpedia.org/resource/John_McDowell","John McDowell"
"http://dbpedia.org/resource/Axel_Honneth","Axel Honneth","http://dbpedia.org/resource/John_Rawls","John Rawls"
"http://dbpedia.org/resource/Samuel_Scheffler","Samuel Scheffler","http://dbpedia.org/resource/John_Rawls","John Rawls"
"http://dbpedia.org/resource/Douglas_Groothuis","Douglas Groothuis","http://dbpedia.org/resource/John_Stott","John Stott"
"http://dbpedia.org/resource/Auguste_Comte","Auguste Comte","http://dbpedia.org/resource/Joseph_de_Maistre","Joseph de Maistre"
"http://dbpedia.org/resource/Djamila_Ribeiro","Djamila Ribeiro","http://dbpedia.org/resource/Kimberlé_Crenshaw","Kimberlé Crenshaw"
"http://dbpedia.org/resource/Pythagoras","Pythagoras","http://dbpedia.org/resource/Thales_of_Miletus","Thales of Miletus"
"http://dbpedia.org/resource/Alfred_North_Whitehead","Alfred North Whitehead","http://dbpedia.org/resource/William_James","William James"
"http://dbpedia.org/resource/Auguste_Comte","Auguste Comte","http://dbpedia.org/resource/Xavier_Bichat","Xavier Bichat"
"http://dbpedia.org/resource/Scipione_Ammirato","Scipione Ammirato","http://dbpedia.org/resource/Xenophon","Xenophon"
"http://dbpedia.org/resource/Alexandre_Koyré","Alexandre Koyré","http://dbpedia.org/resource/François_Picavet","François Picavet"
"http://dbpedia.org/resource/Sean_McGrath_(philosopher)","Sean McGrath (philosopher)","http://dbpedia.org/resource/Paul","Paul"
"http://dbpedia.org/resource/Proclus","Proclus","http://dbpedia.org/resource/Plutarch_of_Athens","Plutarch of Athens"
"http://dbpedia.org/resource/Scipione_Ammirato","Scipione Ammirato","http://dbpedia.org/resource/Sallust","Sallust"
"http://dbpedia.org/resource/Augusto_Ponzio","Augusto Ponzio","http://dbpedia.org/resource/Roland_Barthes","Roland Barthes"
"http://dbpedia.org/resource/Drucilla_Cornell","Drucilla Cornell","http://dbpedia.org/resource/Ronald_Dworkin","Ronald Dworkin"
"http://dbpedia.org/resource/Sadr_al-Din_al-Qunawi","Sadr al-Din al-Qunawi","http://dbpedia.org/resource/Rumi","Rumi"
"http://dbpedia.org/resource/Saul_Kripke","Saul Kripke","http://dbpedia.org/resource/Ruth_Barcan_Marcus","Ruth Barcan Marcus"
"http://dbpedia.org/resource/Protagoras","Protagoras","http://dbpedia.org/resource/Anaxagoras","Anaxagoras"
"http://dbpedia.org/resource/Pythagoras","Pythagoras","http://dbpedia.org/resource/Anaximander","Anaximander"
"http://dbpedia.org/resource/Djamila_Ribeiro","Djamila Ribeiro","http://dbpedia.org/resource/Angela_Davis","Angela Davis"
"http://dbpedia.org/resource/R._G._Collingwood","R. G. Collingwood","http://dbpedia.org/resource/Benedetto_Croce","Benedetto Croce"
"http://dbpedia.org/resource/Donald_Davidson_(philosopher)","Donald Davidson (philosopher)","http://dbpedia.org/resource/Bertrand_Russell","Bertrand Russell"
"http://dbpedia.org/resource/Samuel_Alexander","Samuel Alexander","http://dbpedia.org/resource/Bertrand_Russell","Bertrand Russell"
"http://dbpedia.org/resource/Domenico_Losurdo","Domenico Losurdo","http://dbpedia.org/resource/Charles_Darwin","Charles Darwin"
"http://dbpedia.org/resource/Donald_Brook","Donald Brook","http://dbpedia.org/resource/Charles_Darwin","Charles Darwin"
"http://dbpedia.org/resource/Axel_Honneth","Axel Honneth","http://dbpedia.org/resource/Charles_Taylor_(philosopher)","Charles Taylor (philosopher)"
"http://dbpedia.org/resource/Sean_Dorrance_Kelly","Sean Dorrance Kelly","http://dbpedia.org/resource/Charles_Taylor_(philosopher)","Charles Taylor (philosopher)"
"http://dbpedia.org/resource/Alexander_Tarasov","Alexander Tarasov","http://dbpedia.org/resource/Che_Guevara","Che Guevara"
"http://dbpedia.org/resource/Djamila_Ribeiro","Djamila Ribeiro","http://dbpedia.org/resource/Chimamanda_Ngozi_Adichie","Chimamanda Ngozi Adichie"
"http://dbpedia.org/resource/Scipione_Ammirato","Scipione Ammirato","http://dbpedia.org/resource/Francesco_Guicciardini","Francesco Guicciardini"
"http://dbpedia.org/resource/Auguste_Comte","Auguste Comte","http://dbpedia.org/resource/Francis_Bacon","Francis Bacon"
"http://dbpedia.org/resource/Douglas_Groothuis","Douglas Groothuis","http://dbpedia.org/resource/Francis_Schaeffer","Francis Schaeffer"
"http://dbpedia.org/resource/Alexander_Tarasov","Alexander Tarasov","http://dbpedia.org/resource/Frantz_Fanon","Frantz Fanon"
"http://dbpedia.org/resource/August_Schleicher","August Schleicher","http://dbpedia.org/resource/Franz_Bopp","Franz Bopp"
"http://dbpedia.org/resource/Alexius_Meinong","Alexius Meinong","http://dbpedia.org/resource/Franz_Brentano","Franz Brentano"
"http://dbpedia.org/resource/Aurel_Kolnai","Aurel Kolnai","http://dbpedia.org/resource/Franz_Brentano","Franz Brentano"
"http://dbpedia.org/resource/Alexander_R._Galloway","Alexander R. Galloway","http://dbpedia.org/resource/François_Laruelle","François Laruelle"
"http://dbpedia.org/resource/Alexander_R._Galloway","Alexander R. Galloway","http://dbpedia.org/resource/Fredric_Jameson","Fredric Jameson"
