"influenced","influenced_lab","influencer","influencer_lab"
"http://dbpedia.org/resource/René_Descartes","René Descartes","http://dbpedia.org/resource/Isaac_Beeckman","Isaac Beeckman"
"http://dbpedia.org/resource/Richard_Cantillon","Richard Cantillon","http://dbpedia.org/resource/Jean_Boisard","Jean Boisard"
"http://dbpedia.org/resource/René_Descartes","René Descartes","http://dbpedia.org/resource/François_Viète","François Viète"
"http://dbpedia.org/resource/Ernst_Platner","Ernst Platner","http://dbpedia.org/resource/Johann_August_Ernesti","Johann August Ernesti"
"http://dbpedia.org/resource/Malek_Bennabi","Malek Bennabi","http://dbpedia.org/resource/Abdelhamid_Ben_Badis","Abdelhamid Ben Badis"
"http://dbpedia.org/resource/Sayyad_Laal_Shah_Hamdani","Sayyad Laal Shah Hamdani","http://dbpedia.org/resource/Abu_Hanifa","Abu Hanifa"
"http://dbpedia.org/resource/Othmar_Spann","Othmar Spann","http://dbpedia.org/resource/Adam_Müller","Adam Müller"
"http://dbpedia.org/resource/René_Guénon","René Guénon","http://dbpedia.org/resource/Adi_Shankara","Adi Shankara"
"http://dbpedia.org/resource/Rigas_Feraios","Rigas Feraios","http://dbpedia.org/resource/Age_of_Enlightenment","Age of Enlightenment"
"http://dbpedia.org/resource/Reza_Davari_Ardakani","Reza Davari Ardakani","http://dbpedia.org/resource/Ahmad_Fardid","Ahmad Fardid"
"http://dbpedia.org/resource/Sayyad_Laal_Shah_Hamdani","Sayyad Laal Shah Hamdani","http://dbpedia.org/resource/Ahmad_Sirhindi","Ahmad Sirhindi"
"http://dbpedia.org/resource/Ali_ibn_al-Madini","Ali ibn al-Madini","http://dbpedia.org/resource/Ahmad_ibn_Hanbal","Ahmad ibn Hanbal"
"http://dbpedia.org/resource/Manfred_Frank","Manfred Frank","http://dbpedia.org/resource/Dieter_Henrich","Dieter Henrich"
"http://dbpedia.org/resource/Richard_Velkley","Richard Velkley","http://dbpedia.org/resource/Dieter_Henrich","Dieter Henrich"
"http://dbpedia.org/resource/Richard_Kearney","Richard Kearney","http://dbpedia.org/resource/Dietrich_Bonhoeffer","Dietrich Bonhoeffer"
"http://dbpedia.org/resource/Robert_Gilpin","Robert Gilpin","http://dbpedia.org/resource/E._H._Carr","E. H. Carr"
"http://dbpedia.org/resource/Liu_Junning","Liu Junning","http://dbpedia.org/resource/Edmund_Burke","Edmund Burke"
"http://dbpedia.org/resource/Anthony_Steinbock","Anthony Steinbock","http://dbpedia.org/resource/Edmund_Husserl","Edmund Husserl"
"http://dbpedia.org/resource/Olga_Plümacher","Olga Plümacher","http://dbpedia.org/resource/Eduard_von_Hartmann","Eduard von Hartmann"
"http://dbpedia.org/resource/Henry_Jones_(philosopher)","Henry Jones (philosopher)","http://dbpedia.org/resource/Edward_Caird","Edward Caird"
"http://dbpedia.org/resource/Simone_Weil","Simone Weil","http://dbpedia.org/resource/Edward_Gibbon","Edward Gibbon"
"http://dbpedia.org/resource/Rey_Chow","Rey Chow","http://dbpedia.org/resource/Edward_Said","Edward Said"
"http://dbpedia.org/resource/René_Descartes","René Descartes","http://dbpedia.org/resource/Elisabeth_of_the_Palatinate","Elisabeth of the Palatinate"
"http://dbpedia.org/resource/Richard_J._Bernstein","Richard J. Bernstein","http://dbpedia.org/resource/Hannah_Arendt","Hannah Arendt"
"http://dbpedia.org/resource/Manfred_Frank","Manfred Frank","http://dbpedia.org/resource/Hans-Georg_Gadamer","Hans-Georg Gadamer"
"http://dbpedia.org/resource/Brian_Fay","Brian Fay","http://dbpedia.org/resource/Hans-Georg_Gadamer","Hans-Georg Gadamer"
"http://dbpedia.org/resource/Richard_J._Bernstein","Richard J. Bernstein","http://dbpedia.org/resource/Hans-Georg_Gadamer","Hans-Georg Gadamer"
"http://dbpedia.org/resource/Richard_Velkley","Richard Velkley","http://dbpedia.org/resource/Hans-Georg_Gadamer","Hans-Georg Gadamer"
"http://dbpedia.org/resource/Robert_D._Kaplan","Robert D. Kaplan","http://dbpedia.org/resource/Hans_Morgenthau","Hans Morgenthau"
"http://dbpedia.org/resource/Brian_Massumi","Brian Massumi","http://dbpedia.org/resource/Henri_Bergson","Henri Bergson"
"http://dbpedia.org/resource/Slavoj_Žižek","Slavoj Žižek","http://dbpedia.org/resource/Henri_Lefebvre","Henri Lefebvre"
"http://dbpedia.org/resource/Renzo_Novatore","Renzo Novatore","http://dbpedia.org/resource/Henrik_Ibsen","Henrik Ibsen"
"http://dbpedia.org/resource/Oswald_Spengler","Oswald Spengler","http://dbpedia.org/resource/Leo_Frobenius","Leo Frobenius"
"http://dbpedia.org/resource/Richard_Rorty","Richard Rorty","http://dbpedia.org/resource/Leo_Strauss","Leo Strauss"
"http://dbpedia.org/resource/Richard_Velkley","Richard Velkley","http://dbpedia.org/resource/Leo_Strauss","Leo Strauss"
"http://dbpedia.org/resource/Slavoj_Žižek","Slavoj Žižek","http://dbpedia.org/resource/Leo_Strauss","Leo Strauss"
"http://dbpedia.org/resource/Seth_Benardete","Seth Benardete","http://dbpedia.org/resource/Leo_Strauss","Leo Strauss"
"http://dbpedia.org/resource/Rey_Chow","Rey Chow","http://dbpedia.org/resource/Stuart_Hall_(cultural_theorist)","Stuart Hall (cultural theorist)"
"http://dbpedia.org/resource/Cleopatra_the_Alchemist","Cleopatra the Alchemist","http://dbpedia.org/resource/Mary_the_Jewess","Mary the Jewess"
"http://dbpedia.org/resource/Brian_Fay","Brian Fay","http://dbpedia.org/resource/Louis_Mink","Louis Mink"
"http://dbpedia.org/resource/Rey_Chow","Rey Chow","http://dbpedia.org/resource/Gayatri_Chakravorty_Spivak","Gayatri Chakravorty Spivak"
"http://dbpedia.org/resource/Marcel_Paquet","Marcel Paquet","http://dbpedia.org/resource/Georg_Wilhelm_Friedrich_Hegel","Georg Wilhelm Friedrich Hegel"
"http://dbpedia.org/resource/Richard_J._Bernstein","Richard J. Bernstein","http://dbpedia.org/resource/Georg_Wilhelm_Friedrich_Hegel","Georg Wilhelm Friedrich Hegel"
"http://dbpedia.org/resource/Richard_Tarnas","Richard Tarnas","http://dbpedia.org/resource/Georg_Wilhelm_Friedrich_Hegel","Georg Wilhelm Friedrich Hegel"
"http://dbpedia.org/resource/Robert_B._Pippin","Robert B. Pippin","http://dbpedia.org/resource/Georg_Wilhelm_Friedrich_Hegel","Georg Wilhelm Friedrich Hegel"
"http://dbpedia.org/resource/Robert_Brandom","Robert Brandom","http://dbpedia.org/resource/Georg_Wilhelm_Friedrich_Hegel","Georg Wilhelm Friedrich Hegel"
"http://dbpedia.org/resource/Robert_C._Solomon","Robert C. Solomon","http://dbpedia.org/resource/Georg_Wilhelm_Friedrich_Hegel","Georg Wilhelm Friedrich Hegel"
"http://dbpedia.org/resource/Roberto_Mangabeira_Unger","Roberto Mangabeira Unger","http://dbpedia.org/resource/Georg_Wilhelm_Friedrich_Hegel","Georg Wilhelm Friedrich Hegel"
"http://dbpedia.org/resource/Slavoj_Žižek","Slavoj Žižek","http://dbpedia.org/resource/Georg_Wilhelm_Friedrich_Hegel","Georg Wilhelm Friedrich Hegel"
"http://dbpedia.org/resource/Sally_Sedgwick","Sally Sedgwick","http://dbpedia.org/resource/Georg_Wilhelm_Friedrich_Hegel","Georg Wilhelm Friedrich Hegel"
"http://dbpedia.org/resource/Anthony_Steinbock","Anthony Steinbock","http://dbpedia.org/resource/Georg_Wilhelm_Friedrich_Hegel","Georg Wilhelm Friedrich Hegel"
"http://dbpedia.org/resource/Oswald_Spengler","Oswald Spengler","http://dbpedia.org/resource/Georg_Wilhelm_Friedrich_Hegel","Georg Wilhelm Friedrich Hegel"
"http://dbpedia.org/resource/Richard_Thomas_Alexander","Richard Thomas Alexander","http://dbpedia.org/resource/George_Counts","George Counts"
"http://dbpedia.org/resource/Robert_Anton_Wilson","Robert Anton Wilson","http://dbpedia.org/resource/George_Gurdjieff","George Gurdjieff"
"http://dbpedia.org/resource/Renzo_Novatore","Renzo Novatore","http://dbpedia.org/resource/Georges_Palante","Georges Palante"
"http://dbpedia.org/resource/Mahmood_Anjir-Faghnawi","Mahmood Anjir-Faghnawi","http://dbpedia.org/resource/Arif_Riwgari","Arif Riwgari"
"http://dbpedia.org/resource/Nuel_Belnap","Nuel Belnap","http://dbpedia.org/resource/Arthur_Pap","Arthur Pap"
"http://dbpedia.org/resource/Oswald_Spengler","Oswald Spengler","http://dbpedia.org/resource/Heraclitus","Heraclitus"
"http://dbpedia.org/resource/Robert_B._Pippin","Robert B. Pippin","http://dbpedia.org/resource/Herbert_Marcuse","Herbert Marcuse"
"http://dbpedia.org/resource/René_Guénon","René Guénon","http://dbpedia.org/resource/Hermes_Trismegistus","Hermes Trismegistus"
"http://dbpedia.org/resource/Richard_Boyd","Richard Boyd","http://dbpedia.org/resource/Hilary_Putnam","Hilary Putnam"
"http://dbpedia.org/resource/Roberto_Torretti","Roberto Torretti","http://dbpedia.org/resource/Hilary_Putnam","Hilary Putnam"
"http://dbpedia.org/resource/Origen","Origen","http://dbpedia.org/resource/Hippolytus_of_Rome","Hippolytus of Rome"
"http://dbpedia.org/resource/Mahdi_Amel","Mahdi Amel","http://dbpedia.org/resource/Louis_Althusser","Louis Althusser"
"http://dbpedia.org/resource/Rey_Chow","Rey Chow","http://dbpedia.org/resource/Louis_Althusser","Louis Althusser"
"http://dbpedia.org/resource/Slavoj_Žižek","Slavoj Žižek","http://dbpedia.org/resource/Louis_Althusser","Louis Althusser"
"http://dbpedia.org/resource/Souleymane_Bachir_Diagne","Souleymane Bachir Diagne","http://dbpedia.org/resource/Louis_Althusser","Louis Althusser"
"http://dbpedia.org/resource/Simone_Weil","Simone Weil","http://dbpedia.org/resource/Louise_Michel","Louise Michel"
"http://dbpedia.org/resource/Norwood_Russell_Hanson","Norwood Russell Hanson","http://dbpedia.org/resource/Ludwig_Wittgenstein","Ludwig Wittgenstein"
"http://dbpedia.org/resource/Richard_J._Bernstein","Richard J. Bernstein","http://dbpedia.org/resource/Ludwig_Wittgenstein","Ludwig Wittgenstein"
"http://dbpedia.org/resource/Richard_Rorty","Richard Rorty","http://dbpedia.org/resource/Ludwig_Wittgenstein","Ludwig Wittgenstein"
"http://dbpedia.org/resource/Robert_Brandom","Robert Brandom","http://dbpedia.org/resource/Ludwig_Wittgenstein","Ludwig Wittgenstein"
"http://dbpedia.org/resource/Paul_Horwich","Paul Horwich","http://dbpedia.org/resource/Ludwig_Wittgenstein","Ludwig Wittgenstein"
"http://dbpedia.org/resource/Richard_Popkin","Richard Popkin","http://dbpedia.org/resource/Pierre_Bayle","Pierre Bayle"
"http://dbpedia.org/resource/Marcel_Gauchet","Marcel Gauchet","http://dbpedia.org/resource/Pierre_Clastres","Pierre Clastres"
"http://dbpedia.org/resource/Maine_de_Biran","Maine de Biran","http://dbpedia.org/resource/Pierre_Jean_Georges_Cabanis","Pierre Jean Georges Cabanis"
"http://dbpedia.org/resource/Maimonides","Maimonides","http://dbpedia.org/resource/Plato","Plato"
"http://dbpedia.org/resource/René_Descartes","René Descartes","http://dbpedia.org/resource/Plato","Plato"
"http://dbpedia.org/resource/René_Guénon","René Guénon","http://dbpedia.org/resource/Plato","Plato"
"http://dbpedia.org/resource/Richard_J._Bernstein","Richard J. Bernstein","http://dbpedia.org/resource/Plato","Plato"
"http://dbpedia.org/resource/Simone_Weil","Simone Weil","http://dbpedia.org/resource/Plato","Plato"
"http://dbpedia.org/resource/Sophie_Oluwole","Sophie Oluwole","http://dbpedia.org/resource/Plato","Plato"
"http://dbpedia.org/resource/Seth_Benardete","Seth Benardete","http://dbpedia.org/resource/Plato","Plato"
"http://dbpedia.org/resource/Sandrine_Bergès","Sandrine Bergès","http://dbpedia.org/resource/Plato","Plato"
"http://dbpedia.org/resource/Origen","Origen","http://dbpedia.org/resource/Plato","Plato"
"http://dbpedia.org/resource/Sextus_of_Chaeronea","Sextus of Chaeronea","http://dbpedia.org/resource/Plutarch","Plutarch"
"http://dbpedia.org/resource/Marcel_Gauchet","Marcel Gauchet","http://dbpedia.org/resource/Raymond_Aron","Raymond Aron"
"http://dbpedia.org/resource/Richard_Tarnas","Richard Tarnas","http://dbpedia.org/resource/Stanislav_Grof","Stanislav Grof"
"http://dbpedia.org/resource/Robert_B._Pippin","Robert B. Pippin","http://dbpedia.org/resource/Stanley_Rosen","Stanley Rosen"
"http://dbpedia.org/resource/Cheng_Yi_(philosopher)","Cheng Yi (philosopher)","http://dbpedia.org/resource/Zhou_Dunyi","Zhou Dunyi"
"http://dbpedia.org/resource/Nuel_Belnap","Nuel Belnap","http://dbpedia.org/resource/Frederic_Fitch","Frederic Fitch"
"http://dbpedia.org/resource/René_Descartes","René Descartes","http://dbpedia.org/resource/Anselm_of_Canterbury","Anselm of Canterbury"
"http://dbpedia.org/resource/Maine_de_Biran","Maine de Biran","http://dbpedia.org/resource/Antoine_Destutt_de_Tracy","Antoine Destutt de Tracy"
"http://dbpedia.org/resource/Robert_J._C._Young","Robert J. C. Young","http://dbpedia.org/resource/Antonio_Gramsci","Antonio Gramsci"
"http://dbpedia.org/resource/Omar_Khayyam","Omar Khayyam","http://dbpedia.org/resource/Apollonius_of_Perga","Apollonius of Perga"
"http://dbpedia.org/resource/Socrates","Socrates","http://dbpedia.org/resource/Archelaus_(philosopher)","Archelaus (philosopher)"
"http://dbpedia.org/resource/René_Descartes","René Descartes","http://dbpedia.org/resource/Archimedes","Archimedes"
"http://dbpedia.org/resource/Maimonides","Maimonides","http://dbpedia.org/resource/Aristotle","Aristotle"
"http://dbpedia.org/resource/René_Descartes","René Descartes","http://dbpedia.org/resource/Aristotle","Aristotle"
"http://dbpedia.org/resource/René_Guénon","René Guénon","http://dbpedia.org/resource/Aristotle","Aristotle"
"http://dbpedia.org/resource/Robert_Filmer","Robert Filmer","http://dbpedia.org/resource/Aristotle","Aristotle"
"http://dbpedia.org/resource/Simone_Weil","Simone Weil","http://dbpedia.org/resource/Aristotle","Aristotle"
"http://dbpedia.org/resource/Seth_Benardete","Seth Benardete","http://dbpedia.org/resource/Aristotle","Aristotle"
"http://dbpedia.org/resource/Sandrine_Bergès","Sandrine Bergès","http://dbpedia.org/resource/Aristotle","Aristotle"
"http://dbpedia.org/resource/Olga_Plümacher","Olga Plümacher","http://dbpedia.org/resource/Arthur_Schopenhauer","Arthur Schopenhauer"
"http://dbpedia.org/resource/Renzo_Novatore","Renzo Novatore","http://dbpedia.org/resource/Arthur_Schopenhauer","Arthur Schopenhauer"
"http://dbpedia.org/resource/Richard_Taylor_(philosopher)","Richard Taylor (philosopher)","http://dbpedia.org/resource/Arthur_Schopenhauer","Arthur Schopenhauer"
"http://dbpedia.org/resource/Oswald_Spengler","Oswald Spengler","http://dbpedia.org/resource/Arthur_Schopenhauer","Arthur Schopenhauer"
"http://dbpedia.org/resource/Simone_Weil","Simone Weil","http://dbpedia.org/resource/New_Testament","New Testament"
"http://dbpedia.org/resource/Mahdi_Amel","Mahdi Amel","http://dbpedia.org/resource/Nicos_Poulantzas","Nicos Poulantzas"
"http://dbpedia.org/resource/Mahmoud_Khatami","Mahmoud Khatami","http://dbpedia.org/resource/Illuminationism","Illuminationism"
"http://dbpedia.org/resource/Brian_Massumi","Brian Massumi","http://dbpedia.org/resource/Isabelle_Stengers","Isabelle Stengers"
"http://dbpedia.org/resource/Robert_Anton_Wilson","Robert Anton Wilson","http://dbpedia.org/resource/Buckminster_Fuller","Buckminster Fuller"
"http://dbpedia.org/resource/Robert_Paul_Wolff","Robert Paul Wolff","http://dbpedia.org/resource/C._I._Lewis","C. I. Lewis"
"http://dbpedia.org/resource/Richard_Tarnas","Richard Tarnas","http://dbpedia.org/resource/Carl_Jung","Carl Jung"
"http://dbpedia.org/resource/Robert_Anton_Wilson","Robert Anton Wilson","http://dbpedia.org/resource/Carl_Jung","Carl Jung"
"http://dbpedia.org/resource/Slavoj_Žižek","Slavoj Žižek","http://dbpedia.org/resource/Carl_Schmitt","Carl Schmitt"
"http://dbpedia.org/resource/Sandrine_Bergès","Sandrine Bergès","http://dbpedia.org/resource/Christine_de_Pizan","Christine de Pizan"
"http://dbpedia.org/resource/Marcel_Gauchet","Marcel Gauchet","http://dbpedia.org/resource/Claude_Lefort","Claude Lefort"
"http://dbpedia.org/resource/Miguel_Abensour","Miguel Abensour","http://dbpedia.org/resource/Claude_Lefort","Claude Lefort"
"http://dbpedia.org/resource/Anthony_Steinbock","Anthony Steinbock","http://dbpedia.org/resource/Claude_Lefort","Claude Lefort"
"http://dbpedia.org/resource/Origen","Origen","http://dbpedia.org/resource/Clement_of_Alexandria","Clement of Alexandria"
"http://dbpedia.org/resource/Cheng_Yi_(philosopher)","Cheng Yi (philosopher)","http://dbpedia.org/resource/Confucius","Confucius"
"http://dbpedia.org/resource/Michael_P._Lynch","Michael P. Lynch","http://dbpedia.org/resource/Crispin_Wright","Crispin Wright"
"http://dbpedia.org/resource/Richard_Avenarius","Richard Avenarius","http://dbpedia.org/resource/David_Hume","David Hume"
"http://dbpedia.org/resource/Simone_Weil","Simone Weil","http://dbpedia.org/resource/David_Hume","David Hume"
"http://dbpedia.org/resource/Robert_Brandom","Robert Brandom","http://dbpedia.org/resource/David_Lewis_(philosopher)","David Lewis (philosopher)"
"http://dbpedia.org/resource/Richard_Rorty","Richard Rorty","http://dbpedia.org/resource/Jean-François_Lyotard","Jean-François Lyotard"
"http://dbpedia.org/resource/Liu_Junning","Liu Junning","http://dbpedia.org/resource/Jean-Jacques_Rousseau","Jean-Jacques Rousseau"
"http://dbpedia.org/resource/Maine_de_Biran","Maine de Biran","http://dbpedia.org/resource/Jean-Jacques_Rousseau","Jean-Jacques Rousseau"
"http://dbpedia.org/resource/Richard_Velkley","Richard Velkley","http://dbpedia.org/resource/Jean-Jacques_Rousseau","Jean-Jacques Rousseau"
"http://dbpedia.org/resource/Rigas_Feraios","Rigas Feraios","http://dbpedia.org/resource/Jean-Jacques_Rousseau","Jean-Jacques Rousseau"
"http://dbpedia.org/resource/Simone_Weil","Simone Weil","http://dbpedia.org/resource/Jean-Jacques_Rousseau","Jean-Jacques Rousseau"
"http://dbpedia.org/resource/Sally_Scholz","Sally Scholz","http://dbpedia.org/resource/Jean-Jacques_Rousseau","Jean-Jacques Rousseau"
"http://dbpedia.org/resource/Majid_Naficy","Majid Naficy","http://dbpedia.org/resource/Jean-Paul_Sartre","Jean-Paul Sartre"
"http://dbpedia.org/resource/Robert_C._Solomon","Robert C. Solomon","http://dbpedia.org/resource/Jean-Paul_Sartre","Jean-Paul Sartre"
"http://dbpedia.org/resource/Sissela_Bok","Sissela Bok","http://dbpedia.org/resource/Jean-Paul_Sartre","Jean-Paul Sartre"
"http://dbpedia.org/resource/Anthony_Steinbock","Anthony Steinbock","http://dbpedia.org/resource/Jean-Paul_Sartre","Jean-Paul Sartre"
"http://dbpedia.org/resource/Sissela_Bok","Sissela Bok","http://dbpedia.org/resource/Jeanne_Hersch","Jeanne Hersch"
"http://dbpedia.org/resource/Ernest_Lepore","Ernest Lepore","http://dbpedia.org/resource/Jerry_Fodor","Jerry Fodor"
"http://dbpedia.org/resource/Oswald_Spengler","Oswald Spengler","http://dbpedia.org/resource/Johann_Joachim_Winckelmann","Johann Joachim Winckelmann"
"http://dbpedia.org/resource/Richard_Tarnas","Richard Tarnas","http://dbpedia.org/resource/Johann_Wolfgang_von_Goethe","Johann Wolfgang von Goethe"
"http://dbpedia.org/resource/Oswald_Spengler","Oswald Spengler","http://dbpedia.org/resource/Johann_Wolfgang_von_Goethe","Johann Wolfgang von Goethe"
"http://dbpedia.org/resource/Robert_Anton_Wilson","Robert Anton Wilson","http://dbpedia.org/resource/John_C._Lilly","John C. Lilly"
"http://dbpedia.org/resource/Richard_Kearney","Richard Kearney","http://dbpedia.org/resource/John_D._Caputo","John D. Caputo"
"http://dbpedia.org/resource/Richard_J._Bernstein","Richard J. Bernstein","http://dbpedia.org/resource/John_Dewey","John Dewey"
"http://dbpedia.org/resource/Richard_Rorty","Richard Rorty","http://dbpedia.org/resource/John_Dewey","John Dewey"
"http://dbpedia.org/resource/Richard_Thomas_Alexander","Richard Thomas Alexander","http://dbpedia.org/resource/John_Dewey","John Dewey"
"http://dbpedia.org/resource/Simone_Weil","Simone Weil","http://dbpedia.org/resource/John_Fisher","John Fisher"
"http://dbpedia.org/resource/Liu_Junning","Liu Junning","http://dbpedia.org/resource/John_Locke","John Locke"
"http://dbpedia.org/resource/Maine_de_Biran","Maine de Biran","http://dbpedia.org/resource/John_Locke","John Locke"
"http://dbpedia.org/resource/Richard_Aaron","Richard Aaron","http://dbpedia.org/resource/John_Locke","John Locke"
"http://dbpedia.org/resource/Robert_Nozick","Robert Nozick","http://dbpedia.org/resource/John_Locke","John Locke"
"http://dbpedia.org/resource/Robert_B._Pippin","Robert B. Pippin","http://dbpedia.org/resource/John_McDowell","John McDowell"
"http://dbpedia.org/resource/Robert_Brandom","Robert Brandom","http://dbpedia.org/resource/John_McDowell","John McDowell"
"http://dbpedia.org/resource/Sally_Sedgwick","Sally Sedgwick","http://dbpedia.org/resource/John_McDowell","John McDowell"
"http://dbpedia.org/resource/Robert_D._Kaplan","Robert D. Kaplan","http://dbpedia.org/resource/John_Mearsheimer","John Mearsheimer"
"http://dbpedia.org/resource/Richard_Rorty","Richard Rorty","http://dbpedia.org/resource/John_Rawls","John Rawls"
"http://dbpedia.org/resource/Robert_Paul_Wolff","Robert Paul Wolff","http://dbpedia.org/resource/John_Stuart_Mill","John Stuart Mill"
"http://dbpedia.org/resource/Robert_J._C._Young","Robert J. C. Young","http://dbpedia.org/resource/Jorge_Luis_Borges","Jorge Luis Borges"
"http://dbpedia.org/resource/Solomon_Feferman","Solomon Feferman","http://dbpedia.org/resource/Kurt_Gödel","Kurt Gödel"
"http://dbpedia.org/resource/René_Guénon","René Guénon","http://dbpedia.org/resource/Laozi","Laozi"
"http://dbpedia.org/resource/Rey_Chow","Rey Chow","http://dbpedia.org/resource/Laura_Mulvey","Laura Mulvey"
"http://dbpedia.org/resource/René_Descartes","René Descartes","http://dbpedia.org/resource/Teresa_of_Ávila","Teresa of Ávila"
"http://dbpedia.org/resource/René_Descartes","René Descartes","http://dbpedia.org/resource/William_Harvey","William Harvey"
"http://dbpedia.org/resource/Brian_Massumi","Brian Massumi","http://dbpedia.org/resource/William_James","William James"
"http://dbpedia.org/resource/Richard_J._Bernstein","Richard J. Bernstein","http://dbpedia.org/resource/William_James","William James"
"http://dbpedia.org/resource/Richard_Rorty","Richard Rorty","http://dbpedia.org/resource/William_James","William James"
"http://dbpedia.org/resource/René_Descartes","René Descartes","http://dbpedia.org/resource/William_of_Ockham","William of Ockham"
"http://dbpedia.org/resource/William_Crathorn","William Crathorn","http://dbpedia.org/resource/William_of_Ockham","William of Ockham"
"http://dbpedia.org/resource/Socrates","Socrates","http://dbpedia.org/resource/Diotima_of_Mantinea","Diotima of Mantinea"
"http://dbpedia.org/resource/Zoilus","Zoilus","http://dbpedia.org/resource/Polycrates_(sophist)","Polycrates (sophist)"
"http://dbpedia.org/resource/Richard_Tarnas","Richard Tarnas","http://dbpedia.org/resource/Rudolf_Steiner","Rudolf Steiner"
"http://dbpedia.org/resource/Robin_Collins","Robin Collins","http://dbpedia.org/resource/Alvin_Plantinga","Alvin Plantinga"
"http://dbpedia.org/resource/Socrates","Socrates","http://dbpedia.org/resource/Anaxagoras","Anaxagoras"
"http://dbpedia.org/resource/Robert_B._Pippin","Robert B. Pippin","http://dbpedia.org/resource/Bernard_Williams","Bernard Williams"
"http://dbpedia.org/resource/Jennifer_Hornsby","Jennifer Hornsby","http://dbpedia.org/resource/Bernard_Williams","Bernard Williams"
"http://dbpedia.org/resource/Simone_Weil","Simone Weil","http://dbpedia.org/resource/Bhagavad_Gita","Bhagavad Gita"
"http://dbpedia.org/resource/Renzo_Novatore","Renzo Novatore","http://dbpedia.org/resource/Charles_Baudelaire","Charles Baudelaire"
"http://dbpedia.org/resource/Maine_de_Biran","Maine de Biran","http://dbpedia.org/resource/Charles_Bonnet","Charles Bonnet"
"http://dbpedia.org/resource/Renzo_Novatore","Renzo Novatore","http://dbpedia.org/resource/Charles_Darwin","Charles Darwin"
"http://dbpedia.org/resource/Simone_Weil","Simone Weil","http://dbpedia.org/resource/Charles_Darwin","Charles Darwin"
"http://dbpedia.org/resource/Robert_Anton_Wilson","Robert Anton Wilson","http://dbpedia.org/resource/Charles_Fort","Charles Fort"
"http://dbpedia.org/resource/Brian_Massumi","Brian Massumi","http://dbpedia.org/resource/Charles_Sanders_Peirce","Charles Sanders Peirce"
"http://dbpedia.org/resource/Richard_J._Bernstein","Richard J. Bernstein","http://dbpedia.org/resource/Charles_Sanders_Peirce","Charles Sanders Peirce"
"http://dbpedia.org/resource/Susan_Haack","Susan Haack","http://dbpedia.org/resource/Charles_Sanders_Peirce","Charles Sanders Peirce"
"http://dbpedia.org/resource/Maine_de_Biran","Maine de Biran","http://dbpedia.org/resource/Francis_Bacon","Francis Bacon"
"http://dbpedia.org/resource/Susan_Haack","Susan Haack","http://dbpedia.org/resource/Francis_Bacon","Francis Bacon"
"http://dbpedia.org/resource/René_Descartes","René Descartes","http://dbpedia.org/resource/Francisco_Sanches","Francisco Sanches"
"http://dbpedia.org/resource/René_Descartes","René Descartes","http://dbpedia.org/resource/Francisco_Suárez","Francisco Suárez"
"http://dbpedia.org/resource/Susan_Haack","Susan Haack","http://dbpedia.org/resource/Frank_Ramsey_(mathematician)","Frank Ramsey (mathematician)"
"http://dbpedia.org/resource/Slavoj_Žižek","Slavoj Žižek","http://dbpedia.org/resource/Fredric_Jameson","Fredric Jameson"
"http://dbpedia.org/resource/Slavoj_Žižek","Slavoj Žižek","http://dbpedia.org/resource/Friedrich_Engels","Friedrich Engels"
"http://dbpedia.org/resource/Marcel_Paquet","Marcel Paquet","http://dbpedia.org/resource/Friedrich_Nietzsche","Friedrich Nietzsche"
"http://dbpedia.org/resource/Renzo_Novatore","Renzo Novatore","http://dbpedia.org/resource/Friedrich_Nietzsche","Friedrich Nietzsche"
"http://dbpedia.org/resource/Richard_Rorty","Richard Rorty","http://dbpedia.org/resource/Friedrich_Nietzsche","Friedrich Nietzsche"
"http://dbpedia.org/resource/Robert_Anton_Wilson","Robert Anton Wilson","http://dbpedia.org/resource/Friedrich_Nietzsche","Friedrich Nietzsche"
"http://dbpedia.org/resource/Robert_C._Solomon","Robert C. Solomon","http://dbpedia.org/resource/Friedrich_Nietzsche","Friedrich Nietzsche"
"http://dbpedia.org/resource/Simone_Weil","Simone Weil","http://dbpedia.org/resource/Friedrich_Nietzsche","Friedrich Nietzsche"
"http://dbpedia.org/resource/Lawrence_M._Hinman","Lawrence M. Hinman","http://dbpedia.org/resource/Friedrich_Nietzsche","Friedrich Nietzsche"
"http://dbpedia.org/resource/Ullrich_Haase","Ullrich Haase","http://dbpedia.org/resource/Friedrich_Nietzsche","Friedrich Nietzsche"
"http://dbpedia.org/resource/Kristi_Sweet","Kristi Sweet","http://dbpedia.org/resource/Friedrich_Nietzsche","Friedrich Nietzsche"
"http://dbpedia.org/resource/Oswald_Spengler","Oswald Spengler","http://dbpedia.org/resource/Friedrich_Nietzsche","Friedrich Nietzsche"
"http://dbpedia.org/resource/Manfred_Frank","Manfred Frank","http://dbpedia.org/resource/Friedrich_Schleiermacher","Friedrich Schleiermacher"
"http://dbpedia.org/resource/Richard_Kearney","Richard Kearney","http://dbpedia.org/resource/Friedrich_Schleiermacher","Friedrich Schleiermacher"
"http://dbpedia.org/resource/Richard_Tarnas","Richard Tarnas","http://dbpedia.org/resource/Friedrich_Wilhelm_Joseph_Schelling","Friedrich Wilhelm Joseph Schelling"
